Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,Total_Purchases,Education_2n Cycle,Education_Basic,Education_Graduation,Education_Master,Education_PhD,Marital_Status_Absurd,Marital_Status_Divorced,Marital_Status_Engaged,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widow,Marital_Status_YOLO,Age_Groups_Young,Age_Groups_Mid_aged,Age_Groups_Old,Outliers
30630.0,67,27,1.0,12,2.0,0.0,10.0,2,2,0,3,7,0,0,59,10,2,0,52.0,7.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
73454.0,95,982,73.0,351,56.0,14.0,126.5,1,2,4,6,5,0,0,37,10,0,0,1651.0,13.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1
42691.0,48,179,2.0,64,38.0,17.0,58.0,1,5,1,6,5,0,0,33,11,0,0,358.0,13.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
70503.0,73,1228,33.0,216,0.0,33.0,66.0,1,2,4,9,6,0,0,71,12,0,0,1727.0,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1
25545.0,35,32,1.0,64,16.0,12.0,85.0,3,2,2,3,6,0,1,37,12,1,2,210.0,10.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
32880.0,76,8,4.0,15,7.0,6.0,2.0,1,1,0,3,8,0,0,38,12,1,2,42.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
77863.0,20,881,38.0,319,16.0,25.0,12.0,1,4,5,10,2,0,0,66,11,0,0,1291.0,20.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
50353.0,72,141,15.0,153,67.0,31.0,35.0,1,4,4,6,3,0,0,47,10,0,0,442.0,15.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
61839.0,20,1000,79.5,379,120.5,17.0,120.0,1,4,8,4,8,0,0,60,12,0,0,1895.0,17.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
49154.0,69,206,10.0,67,30.0,27.0,71.0,6,4,1,8,6,0,0,64,11,2,0,411.0,19.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
47682.0,80,162,61.0,83,97.0,57.0,61.0,4,4,3,8,5,0,0,49,11,1,2,521.0,19.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
72679.0,65,619,54.0,260,120.5,54.0,54.0,1,4,7,5,1,0,0,55,11,1,2,1168.0,17.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
57954.0,52,456,4.0,24,0.0,0.0,9.0,6,8,2,6,7,0,0,47,10,2,0,493.0,23.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
65316.0,65,112,6.0,92,3.0,9.0,38.0,2,3,2,5,4,0,0,62,11,2,0,260.0,12.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
28567.0,57,11,3.0,22,2.0,2.0,6.0,2,2,0,3,6,0,0,42,11,1,2,46.0,7.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
47352.0,70,172,12.0,112,8.0,0.0,15.0,4,6,1,5,7,0,0,73,11,1,2,319.0,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
44931.0,0,78,0.0,11,0.0,0.0,7.0,1,2,1,3,5,0,0,57,10,1,2,96.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
76982.0,19,464,79.5,292,65.0,60.0,30.0,1,8,3,4,4,0,1,57,10,0,4,1062.0,16.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1
57247.0,50,99,4.0,32,37.0,54.0,6.0,2,2,1,7,2,0,0,72,11,1,2,232.0,12.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
22944.0,67,19,3.0,19,4.0,5.0,26.0,3,3,0,3,7,0,0,43,11,1,2,76.0,9.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
25315.0,46,1,9.0,8,11.0,3.0,22.0,3,3,0,3,8,0,0,47,11,1,2,54.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
43638.0,37,63,10.0,83,7.0,19.0,19.0,2,4,1,4,7,0,0,55,12,1,2,201.0,11.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
42710.0,38,252,3.0,42,4.0,3.0,102.0,2,4,5,3,6,0,0,40,12,1,2,406.0,14.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
84169.0,9,1228,19.0,403,0.0,19.0,0.0,1,7,6,6,3,0,1,42,11,0,4,1919.0,20.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,-1
54058.0,56,198,18.0,252,32.0,82.875,54.0,2,4,6,8,3,0,0,48,11,1,2,662.0,20.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
24683.0,98,8,4.0,10,6.0,7.0,6.0,2,2,0,4,5,0,0,34,10,1,2,41.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
85620.0,68,416,46.0,551,60.0,82.875,46.0,1,3,6,4,1,0,1,60,10,0,4,1600.0,14.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-1
47850.0,72,42,7.0,43,20.0,12.0,10.0,1,3,0,4,6,0,0,44,11,1,2,134.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
19514.0,47,14,3.0,21,2.0,1.0,28.0,4,3,1,2,8,0,1,56,10,2,4,69.0,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
27159.0,33,17,0.0,3,0.0,0.0,1.0,2,1,0,3,6,0,0,51,10,2,0,21.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
39548.0,87,15,4.0,10,3.0,4.0,18.0,2,1,1,3,3,0,0,61,10,2,0,54.0,7.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
21474.0,0,6,16.0,24,11.0,0.0,34.0,2,3,1,2,7,0,1,35,10,1,2,91.0,8.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
60504.0,73,458,0.0,24,6.0,4.0,34.0,2,6,2,8,6,0,0,53,10,1,2,526.0,18.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
22419.0,74,30,3.0,47,19.0,21.0,42.0,1,3,2,2,8,0,0,61,11,0,0,162.0,8.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
81698.0,4,179,28.0,520,111.0,82.875,47.0,1,3,8,13,1,0,1,75,11,0,4,1008.0,25.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,-1
43462.0,50,90,17.0,97,15.0,6.0,15.0,6,4,1,5,8,0,0,72,12,2,0,240.0,16.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
54880.0,57,308,79.5,137,102.0,45.0,118.0,2,6,2,11,5,0,0,46,11,1,2,795.0,21.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1
79908.0,30,557,79.5,551,29.0,82.875,111.0,1,5,6,7,2,0,0,42,11,0,0,1772.0,19.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,-1
15315.0,27,7,4.0,13,15.0,8.0,17.0,2,2,0,4,5,0,0,54,11,0,0,64.0,8.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
87771.0,61,1228,38.0,287,50.0,57.0,33.0,1,5,10,4,6,0,1,65,11,1,2,1957.0,20.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
33039.0,4,30,8.0,12,8.0,8.0,12.0,1,2,0,4,5,0,0,46,11,1,2,78.0,7.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
81741.0,75,249,79.5,551,58.0,82.875,38.0,0,6,6,7,2,0,0,44,11,0,0,1572.0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1
71499.0,12,465,25.0,132,120.5,0.0,37.0,2,8,3,13,4,0,0,53,11,1,2,795.0,26.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
62466.0,13,129,79.5,259,120.5,82.875,83.0,5,6,3,12,4,0,0,54,10,1,2,889.0,26.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1
48799.0,9,174,18.0,81,28.0,6.0,24.0,3,3,2,7,3,0,0,61,11,1,2,331.0,15.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1
52157.0,48,189,2.0,29,3.0,2.0,40.0,2,3,2,5,4,0,0,74,10,1,2,265.0,12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
66565.0,80,747,10.0,161,65.0,40.0,42.0,4,4,2,9,8,0,0,62,12,1,2,1065.0,19.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
29298.0,60,6,0.0,2,2.0,0.0,1.0,1,1,0,2,5,0,0,73,11,2,0,11.0,4.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
47691.0,43,14,0.0,3,0.0,0.0,4.0,1,1,0,2,6,0,0,45,11,1,2,21.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
38200.0,19,12,0.0,4,0.0,0.0,1.0,1,1,0,2,7,0,0,54,12,2,0,17.0,4.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
44989.0,26,98,0.0,106,49.0,10.0,106.0,5,5,1,5,6,0,0,50,12,1,2,369.0,16.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
38443.0,58,32,0.0,5,0.0,0.0,1.0,2,1,0,3,7,0,0,56,10,2,0,38.0,6.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
38593.0,42,51,12.0,49,17.0,24.0,24.0,3,4,1,3,8,0,0,46,11,1,2,177.0,11.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
64413.0,27,200,5.0,44,0.0,10.0,20.0,1,5,1,5,5,0,0,54,11,1,2,279.0,12.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
36959.0,56,25,6.0,25,6.0,0.0,0.0,2,2,0,3,8,0,0,43,11,1,2,62.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
61996.0,27,1050,12.0,144,0.0,0.0,24.0,3,6,4,8,5,0,1,47,11,1,2,1230.0,21.0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
51287.0,10,117,0.0,22,13.0,0.0,30.0,3,4,1,3,7,0,0,56,10,2,0,182.0,11.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
13260.0,48,9,4.0,17,10.0,2.0,7.0,4,3,0,3,8,0,0,54,11,2,0,49.0,10.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
47472.0,39,56,0.0,11,0.0,0.0,8.0,2,2,0,4,5,0,0,58,11,2,0,75.0,8.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
54603.0,85,145,13.0,46,17.0,2.0,4.0,6,4,2,4,7,0,0,68,11,2,0,227.0,16.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
45207.0,64,203,0.0,10,0.0,0.0,2.0,5,3,1,6,6,0,0,50,12,2,0,215.0,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
47821.0,54,9,0.0,16,6.0,6.0,10.0,1,1,0,3,8,0,0,57,11,2,0,47.0,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
27450.0,57,37,12.0,23,8.0,11.0,52.0,1,2,1,3,7,0,0,73,11,0,0,143.0,7.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
39453.0,64,46,0.0,7,0.0,0.0,2.0,2,2,0,3,6,0,0,41,10,1,2,55.0,7.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
26850.0,10,31,1.0,13,7.0,2.0,9.0,4,2,1,4,4,0,0,53,10,2,0,63.0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
79800.0,65,1060,21.0,530,32.0,0.0,126.5,1,5,10,5,3,0,1,69,12,0,4,1867.0,22.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1
61794.0,74,264,47.0,188,54.0,47.0,11.0,2,4,4,10,2,0,0,63,11,1,2,611.0,20.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
53863.0,4,399,4.0,30,6.0,4.0,30.0,3,7,1,7,7,0,0,69,10,1,2,473.0,18.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
24221.0,94,8,9.0,9,2.0,5.0,22.0,1,1,1,3,4,0,0,65,11,0,0,55.0,6.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
39684.0,41,19,0.0,35,6.0,4.0,17.0,2,2,1,2,7,1,1,40,12,1,3,81.0,7.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1
92163.0,25,817,79.5,551,106.0,82.875,20.0,0,5,10,5,2,0,1,49,12,0,4,2086.0,21.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,-1
69882.0,94,292,79.5,551,120.5,82.875,126.5,1,3,7,9,1,0,0,59,11,0,0,1478.0,20.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
33178.0,9,12,6.0,2,11.0,2.0,16.0,1,1,0,3,4,0,0,47,10,1,2,49.0,5.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
59973.0,47,130,30.0,168,20.0,34.0,0.0,1,3,4,7,1,0,0,52,11,0,0,382.0,15.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
17459.0,12,6,4.0,16,3.0,10.0,30.0,3,3,1,2,7,0,1,49,11,1,2,69.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
23910.0,80,16,12.0,18,7.0,1.0,13.0,1,2,0,3,7,0,0,55,12,1,2,67.0,6.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
42169.0,20,19,0.0,9,0.0,0.0,2.0,2,1,0,3,8,0,0,55,11,2,0,30.0,6.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
26224.0,39,4,7.0,15,13.0,9.0,15.0,3,2,1,3,6,0,0,46,11,1,2,63.0,9.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
31089.0,57,31,3.0,31,2.0,8.0,4.0,3,3,0,4,8,0,0,43,12,1,2,79.0,10.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
30081.0,27,36,0.0,2,0.0,0.0,4.0,1,1,0,3,7,0,0,63,11,1,2,42.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
62807.0,83,526,28.0,135,10.0,21.0,99.0,3,5,3,12,5,0,0,64,12,1,2,819.0,23.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
72906.0,79,400,32.0,519,71.0,75.0,54.0,1,3,4,9,1,0,0,69,11,0,0,1151.0,17.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1
61467.0,69,410,16.0,114,0.0,5.0,49.0,3,5,2,10,5,0,0,76,12,2,0,594.0,20.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1
49618.0,77,80,3.0,26,4.0,2.0,14.0,4,3,1,3,7,0,0,58,11,2,0,129.0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
21888.0,15,88,10.0,46,2.0,3.0,64.0,4,5,1,2,10,0,1,38,12,1,2,213.0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,-1
26150.0,61,5,1.0,13,3.0,5.0,1.0,1,1,0,3,7,0,0,68,11,3,0,28.0,5.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
30801.0,23,8,4.0,5,15.0,2.0,11.0,2,1,0,3,7,0,0,49,12,1,2,45.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
81168.0,84,410,0.0,551,120.5,22.0,22.0,1,6,4,7,3,0,0,59,10,0,0,1193.0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
26877.0,74,101,13.0,76,20.0,18.0,40.0,2,3,1,6,6,0,0,55,11,0,0,268.0,12.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
45006.0,90,162,25.0,53,16.0,0.0,10.0,1,3,1,7,3,0,0,80,11,0,0,266.0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
18978.0,41,2,8.0,1,4.0,7.0,15.0,1,1,0,3,8,0,0,51,12,1,2,37.0,5.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
48240.0,73,389,79.5,248,64.0,49.0,41.0,3,6,3,13,5,0,1,55,12,0,4,882.0,25.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,-1
45837.0,88,215,13.0,87,17.0,17.0,24.0,5,6,2,5,7,0,0,50,11,2,0,373.0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
35791.0,94,27,0.0,5,0.0,0.0,3.0,2,1,0,3,8,0,0,59,11,3,0,35.0,6.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
117909.5,31,85,1.0,16,2.0,1.0,2.0,0,0,0,1,1,0,0,48,11,2,0,107.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,-1
54162.0,31,5,6.0,10,6.0,5.0,10.0,1,1,0,3,4,0,0,46,11,2,0,42.0,5.0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
30522.0,6,179,8.0,83,19.0,11.0,26.0,5,1,2,9,2,0,0,64,12,1,2,326.0,17.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
54456.0,23,352,0.0,27,10.0,0.0,15.0,3,6,1,7,6,0,0,63,11,1,2,404.0,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
31632.0,92,17,8.0,12,11.0,15.0,32.0,1,2,1,2,7,0,0,53,11,0,0,95.0,6.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
72298.0,52,625,35.0,169,58.0,17.0,35.0,1,4,3,6,1,0,0,75,10,0,0,939.0,14.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,-1
36975.0,50,10,6.0,11,0.0,4.0,2.0,1,1,0,3,7,0,0,46,11,1,2,33.0,5.0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
72635.0,54,390,22.0,323,104.0,35.0,107.0,1,6,8,6,3,0,0,69,11,0,0,981.0,21.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-1
13624.0,93,10,2.0,15,2.0,1.0,6.0,2,2,0,3,6,0,0,48,11,1,2,36.0,7.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
84196.0,56,215,63.0,507,120.5,31.0,126.5,1,8,4,7,3,0,0,49,11,1,2,1237.0,20.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
70971.0,28,1001,17.0,551,93.0,82.875,17.0,6,11,10,5,7,0,1,64,12,1,2,1825.0,34.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1
34487.0,94,19,18.0,33,24.0,1.0,8.0,3,3,0,3,9,0,0,47,12,2,0,103.0,9.0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1
28769.0,76,41,5.0,129,10.0,3.0,3.0,3,4,1,4,9,0,0,47,12,1,2,191.0,12.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
69084.0,43,1181,79.5,199,39.0,30.0,30.0,2,7,3,13,8,0,0,54,11,1,2,1586.0,25.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
65488.0,46,603,45.0,207,36.0,18.0,54.0,1,3,4,6,1,0,0,66,10,0,0,963.0,14.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
32218.0,27,10,24.0,15,13.0,1.0,30.0,1,2,1,3,7,0,1,64,10,0,4,93.0,7.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,-1
83917.0,12,514,22.0,551,42.0,82.875,79.0,1,6,7,7,3,0,1,51,11,0,4,1587.0,21.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,-1
46102.0,3,14,0.0,1,0.0,0.0,1.0,1,1,0,2,7,0,0,62,10,3,0,16.0,4.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
84574.0,72,387,20.0,551,38.0,54.0,126.5,1,9,10,11,5,0,0,72,11,0,0,1375.0,32.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,-1
56181.0,6,121,79.5,69,8.0,44.0,48.0,1,4,2,7,4,0,0,62,11,1,2,393.0,14.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
63120.0,53,965,69.0,279,54.0,41.0,69.0,5,8,4,9,7,0,1,74,12,1,2,1477.0,26.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1
73691.0,58,707,21.0,250,85.0,43.0,73.0,2,6,2,8,2,0,0,53,11,1,2,1179.0,18.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
76140.0,57,586,66.0,551,17.0,0.0,26.0,1,5,9,6,2,0,0,76,10,0,0,1348.0,21.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1
62859.0,37,1063,79.5,102,16.0,12.0,25.0,4,9,4,6,6,0,0,65,12,1,2,1307.0,23.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-1
45906.0,20,305,3.0,27,4.0,3.0,126.5,2,5,4,4,5,0,0,60,11,1,2,486.0,15.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1
77632.0,73,1200,79.5,551,0.0,42.0,126.5,1,4,2,6,2,0,1,77,11,0,4,2252.0,13.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,-1
46463.0,56,163,2.0,40,8.0,11.0,11.0,6,3,1,6,6,0,0,53,11,2,0,235.0,17.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
105471.0,36,1009,79.5,104,120.5,21.0,126.5,0,9,8,13,3,0,1,54,11,0,4,1724.0,30.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,-1
55282.0,9,125,6.0,73,8.0,4.0,19.0,1,3,1,6,4,0,0,54,11,1,2,235.0,11.0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
78710.0,42,721,0.0,152,119.0,50.0,50.0,3,7,6,12,4,0,0,47,10,1,2,1092.0,28.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
66886.0,28,315,4.0,62,41.0,31.0,126.5,2,7,1,7,5,0,0,66,11,1,2,599.0,17.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
98777.0,23,1000,19.0,551,120.5,82.875,38.0,0,4,6,9,1,0,0,64,10,0,0,2008.0,19.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,-1
29103.0,38,16,0.0,17,6.0,3.0,6.0,2,1,0,3,9,0,0,39,12,1,2,48.0,6.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
67445.0,63,757,79.5,217,29.0,80.0,11.0,5,9,6,12,6,0,0,50,12,1,2,1174.0,32.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
50616.0,71,30,2.0,25,0.0,1.0,9.0,1,1,1,4,2,0,0,74,10,1,2,67.0,7.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1
49431.0,9,219,3.0,100,26.0,0.0,17.0,2,7,1,5,8,0,0,69,12,1,2,365.0,15.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1
117909.5,81,1,1.0,1,1.0,1.0,1.0,0,0,0,0,0,0,0,49,10,0,0,6.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,-1
61278.0,87,111,3.0,28,2.0,6.0,15.0,2,3,1,4,6,0,0,71,10,1,2,165.0,10.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1
73059.0,36,410,79.5,420,0.0,82.0,71.0,1,9,3,13,4,0,0,77,11,1,2,1095.0,26.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,-1
46734.0,86,100,1.0,39,6.0,1.0,76.0,4,3,2,3,6,0,0,58,11,3,0,223.0,12.0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1
56253.0,83,509,0.0,65,7.0,11.0,5.0,4,7,2,9,6,0,0,61,12,1,2,597.0,22.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1
58330.0,87,445,53.0,213,104.0,82.875,126.5,1,6,4,13,4,0,0,49,11,1,2,1064.0,24.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,-1
25965.0,29,2,2.0,11,41.0,7.0,11.0,1,2,0,3,8,0,0,44,12,0,0,74.0,6.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,-1
14661.0,88,4,1.0,11,6.0,2.0,2.0,1,1,0,3,6,0,0,68,11,0,0,26.0,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1
18690.0,77,6,1.0,7,23.0,4.0,19.0,1,1,1,2,8,0,0,65,12,0,0,60.0,5.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
45068.0,25,14,0.0,3,0.0,0.0,3.0,1,1,0,2,7,0,0,50,11,1,2,20.0,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
21063.0,34,1,10.0,11,19.0,3.0,15.0,2,2,0,3,6,0,0,37,11,1,2,59.0,7.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
29187.0,43,26,0.0,6,0.0,0.0,2.0,1,1,0,3,8,0,0,56,11,1,2,34.0,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
54690.0,76,111,16.0,37,7.0,9.0,18.0,3,3,1,5,3,0,0,53,11,2,0,198.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
59304.0,81,418,61.0,428,80.0,51.0,10.0,3,7,8,10,5,0,0,60,11,1,2,1048.0,28.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
59247.0,87,327,9.0,122,19.0,14.0,83.0,5,5,2,9,6,0,0,62,11,2,0,574.0,21.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
66731.0,33,371,79.5,194,58.0,82.875,126.5,4,4,3,6,3,0,0,54,12,1,2,1029.0,17.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
77353.0,38,275,59.0,107,69.0,82.875,59.0,2,6,4,8,4,0,0,44,11,1,2,670.0,20.0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
26751.0,26,1,1.0,5,0.0,3.0,1.0,1,1,0,2,8,0,0,50,10,2,0,11.0,4.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
81300.0,17,1004,12.0,145,32.0,12.0,36.0,3,10,3,5,5,0,1,61,12,1,2,1241.0,21.0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1
70337.0,75,187,79.5,149,25.0,43.0,91.0,1,2,2,12,1,0,0,45,10,0,0,576.0,17.0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1
36145.0,13,56,4.0,76,17.0,1.0,18.0,4,4,1,3,9,0,1,39,11,1,2,172.0,12.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
65295.0,19,365,32.0,117,34.0,82.875,6.0,1,3,3,13,2,0,0,44,11,0,0,664.0,20.0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,-1
