Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Complain,Response,Age,Cust_Since(yrs),Num_Childrns,AcceptedCmp,Total_amt_spend,KM_Clusters
35178,10,23,1,13,2,2,18,1,1,1,2,7,0,1,53,11,1,2,59,0
22010,51,11,2,9,3,0,8,2,2,0,3,8,0,0,41,11,1,2,33,0
62204,38,317,46,247,151,46,139,1,4,5,12,3,0,0,64,12,2,0,946,1
75693,10,797,153,293,72,97,30,1,11,4,6,4,0,1,56,12,0,4,1442,1
30675,14,10,2,16,11,2,21,1,1,0,3,8,0,0,52,12,1,2,62,0
83003,18,856,61,570,40,25,122,1,7,6,8,3,0,1,59,11,0,4,1674,1
83532,36,755,144,562,104,64,224,1,4,6,4,1,0,0,125,11,0,0,1853,1
68655,95,456,19,832,75,118,38,1,4,5,11,3,0,0,36,12,0,0,1538,1
41411,11,37,32,38,11,3,18,1,2,1,4,6,0,0,38,11,0,0,139,0
55212,65,1103,0,45,0,0,34,3,4,2,11,8,0,0,55,12,1,2,1182,2
59292,71,378,14,68,19,14,14,2,3,5,8,3,0,0,74,11,1,2,507,2
27190,13,1,6,7,0,1,3,1,1,0,2,8,0,1,51,11,1,2,18,0
82623,58,204,34,204,172,153,173,1,2,9,4,1,0,0,72,11,0,0,940,1
44300,65,30,0,9,0,0,3,2,1,0,3,6,0,0,59,11,2,0,42,0
84835,0,189,104,379,111,189,218,1,4,4,6,1,0,1,54,10,0,4,1190,1
30372,33,15,0,12,7,3,7,3,2,0,3,7,0,0,53,12,2,0,44,0
33181,90,9,0,3,0,0,4,1,1,0,2,6,0,0,48,10,1,2,16,0
71113,95,495,33,255,11,33,8,4,6,7,9,4,0,0,67,11,1,2,835,2
71952,93,656,80,455,52,107,93,2,8,4,8,4,0,0,38,11,1,2,1443,1
69759,38,452,20,514,13,30,0,3,4,6,5,3,0,1,58,11,0,4,1029,1
72099,18,546,91,410,119,0,22,1,3,4,10,1,0,0,50,12,0,0,1188,1
60000,57,1048,0,217,0,0,12,5,11,3,5,6,0,0,48,12,1,2,1277,2
38643,45,22,2,14,0,1,10,2,2,0,3,7,1,0,46,11,2,3,49,0
50737,61,78,0,11,0,0,10,1,2,0,4,6,0,0,69,11,1,2,99,0
68462,6,561,64,785,84,128,48,1,3,3,8,1,0,0,55,12,0,0,1670,1
65073,65,629,17,177,69,0,8,1,5,3,5,2,1,0,81,11,0,3,900,2
46681,52,269,15,69,15,19,38,2,4,6,4,5,0,0,76,11,2,0,425,0
78618,87,736,163,818,212,163,61,1,4,7,10,2,0,0,67,12,0,0,2153,1
62187,38,512,0,83,0,0,41,3,6,2,10,4,0,0,55,10,1,2,636,2
28442,53,19,3,10,11,8,6,3,2,1,4,4,0,0,46,10,2,0,57,0
51479,67,247,8,160,6,8,65,7,6,3,6,7,0,0,57,12,2,0,494,2
54803,65,404,0,92,28,27,142,2,6,2,9,4,0,0,55,12,1,2,693,2
79530,64,333,0,815,129,42,29,1,4,10,11,2,0,0,64,11,0,0,1348,1
31615,82,2,3,20,6,11,9,2,2,0,3,7,0,0,48,11,1,2,51,0
72025,27,833,33,549,151,133,233,1,4,3,8,3,0,0,62,12,0,0,1932,1
52614,63,789,0,142,12,9,38,2,2,4,8,8,0,0,49,12,1,2,990,2
35684,66,10,4,7,0,6,3,1,1,0,3,6,0,0,40,10,1,2,30,0
48178,69,159,4,45,6,2,38,6,5,1,4,8,0,0,49,12,2,0,254,0
29548,52,7,1,6,3,1,11,1,1,1,2,4,0,0,54,11,1,2,29,0
63810,45,977,12,253,16,12,101,4,4,3,12,8,0,0,58,12,1,2,1371,2
38578,2,38,4,22,3,3,3,3,3,0,3,8,0,1,52,11,2,4,73,0
46098,86,57,0,27,0,0,36,4,3,2,2,8,0,0,49,12,2,0,120,0
22585,23,3,9,15,13,2,39,1,1,1,2,9,0,1,54,11,0,4,81,0
30279,13,10,4,14,4,4,1,1,1,0,3,8,0,0,35,12,1,2,37,0
66426,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,63,11,1,2,1377,2
30822,92,3,9,13,2,12,12,1,1,0,3,7,0,0,55,11,1,2,51,0
33581,38,11,0,5,0,0,1,1,1,0,2,8,0,0,55,11,2,0,17,0
19986,74,3,6,5,0,2,6,1,0,0,3,7,0,0,39,11,1,2,22,0
27421,14,43,12,96,78,40,55,3,4,1,6,7,0,0,70,12,0,0,324,2
36143,33,12,0,1,0,0,6,1,0,1,2,3,0,0,43,10,1,2,19,0
10245,32,4,7,7,6,4,13,3,1,2,2,5,0,0,53,11,1,2,41,0
43795,11,314,11,53,4,3,107,3,7,3,4,7,0,1,56,11,1,2,492,2
63381,78,571,50,142,33,50,159,4,4,5,13,2,0,0,64,12,1,2,1005,2
38823,56,70,0,11,2,8,23,1,2,1,3,6,0,0,75,12,1,2,114,0
83664,57,866,21,151,28,21,86,3,2,2,12,5,0,0,56,11,2,0,1173,2
90300,7,594,134,786,33,134,57,0,5,6,8,1,0,0,45,10,0,0,1738,1
62499,0,140,4,61,0,13,4,2,3,1,6,4,0,0,45,11,1,2,222,0
74293,66,375,152,335,93,91,81,1,5,4,6,2,0,0,31,10,0,0,1127,1
51012,86,102,9,63,2,9,24,1,4,1,4,6,0,0,78,11,0,0,209,0
70777,80,554,35,113,0,7,78,3,5,3,12,3,0,0,56,10,1,2,787,2
68682,56,919,0,505,99,30,45,1,4,9,10,2,0,0,33,11,0,0,1598,1
43824,18,96,1,42,12,3,32,4,3,1,4,8,0,0,53,12,2,0,186,0
15345,51,5,2,16,3,2,19,2,1,1,2,8,0,1,40,12,1,2,47,0
23442,71,2,0,6,8,6,5,1,1,0,3,7,0,0,37,12,1,2,27,0
14515,71,6,4,9,6,36,35,4,2,2,3,7,0,1,44,12,1,2,96,0
31395,80,23,1,25,0,8,7,4,2,1,3,6,0,0,68,11,2,0,64,0
75276,2,610,105,125,137,42,21,1,9,4,9,5,0,0,59,12,0,0,1040,1
42373,83,67,5,61,3,8,19,5,2,1,5,5,0,0,50,11,2,0,163,0
30507,29,65,36,74,38,20,110,1,5,1,4,7,0,0,64,11,0,0,343,2
55521,11,416,0,26,0,0,4,9,6,3,6,7,0,1,69,11,3,4,446,2
48006,55,23,0,11,3,2,2,1,1,0,3,6,0,0,59,10,2,0,41,0
27213,19,19,3,26,10,9,3,3,2,0,4,8,0,1,52,12,1,2,70,0
65808,1,155,7,80,13,7,10,3,5,1,5,6,0,0,53,10,2,0,272,0
30351,19,14,0,24,3,3,2,1,3,0,2,9,0,0,50,11,1,2,46,0
50437,28,370,9,92,6,9,4,3,7,1,8,7,0,0,61,12,2,0,490,2
23616,76,4,22,11,3,7,32,2,3,0,3,8,0,1,42,12,1,2,79,0
53858,50,407,53,221,58,150,26,4,4,3,6,4,0,0,48,12,1,2,915,2
66465,1,1200,0,204,38,29,14,3,11,9,12,6,0,0,69,11,1,2,1485,2
46923,90,85,44,54,102,78,6,3,5,1,7,7,0,0,37,12,1,2,369,2
75072,83,583,34,309,0,22,125,2,5,4,8,3,0,0,62,11,1,2,1073,2
75865,73,483,0,591,156,0,12,1,3,5,10,1,0,0,81,10,0,0,1242,1
19789,24,2,5,9,28,6,28,3,2,1,3,5,0,0,49,11,1,2,78,0
80134,11,966,26,282,52,26,26,1,2,7,11,5,0,0,30,10,0,0,1378,1
91065,33,822,114,108,179,137,114,1,7,9,9,3,0,1,43,11,0,4,1474,1
49505,4,604,0,100,19,0,28,9,10,2,8,8,0,0,53,11,2,0,751,2
37401,14,19,3,19,3,1,3,2,2,0,3,7,0,0,51,10,1,2,48,0
18492,75,2,2,2,2,1,1,1,1,0,2,8,0,0,42,10,1,2,10,0
82584,26,1076,68,103,29,91,68,1,3,4,8,1,0,1,50,11,0,4,1435,1
93027,77,1285,42,716,55,0,21,0,7,10,5,2,0,0,83,11,0,0,2119,1
48686,8,10,0,7,2,0,1,1,1,0,2,8,0,0,71,11,3,0,20,0
92910,42,551,137,792,179,103,33,1,6,7,13,1,0,0,38,10,0,0,1795,1
75433,28,800,0,297,0,34,57,2,2,5,10,6,0,0,35,10,1,2,1188,2
10404,52,2,2,11,10,6,12,2,1,0,4,5,0,0,35,10,1,2,43,0
61314,1,378,0,189,97,172,172,2,5,5,12,3,0,0,56,11,1,2,1008,1
84865,1,1248,16,349,43,16,16,1,2,4,9,4,0,1,63,11,0,4,1688,1
42387,42,235,0,235,19,4,191,5,8,1,7,8,0,0,35,12,1,2,684,2
67309,76,515,47,181,149,95,95,15,9,6,9,7,0,0,57,11,2,0,1082,2
75236,27,438,66,400,12,38,114,1,8,3,13,4,0,0,60,11,1,2,1068,1
30015,28,25,0,22,2,3,5,2,1,0,4,5,0,0,54,10,1,2,57,0
50943,49,31,0,7,2,0,6,1,1,0,3,5,0,0,68,11,1,2,46,0
67272,12,357,35,271,28,28,14,3,6,2,12,5,0,0,58,11,1,2,733,2
51529,14,400,4,35,6,0,22,2,9,1,5,8,0,0,75,11,1,2,467,2
32011,89,99,0,15,2,1,5,3,2,1,4,7,0,0,53,11,1,2,122,0
7500,96,1,11,5,4,6,9,2,2,0,3,8,0,0,38,11,1,2,36,0
28691,56,5,4,13,8,0,4,1,1,0,3,8,0,0,35,11,1,2,34,0
56223,72,77,28,31,16,0,4,2,2,1,5,4,0,0,76,11,1,2,156,0
18100,14,3,1,2,4,3,1,1,0,0,3,5,0,0,78,11,0,0,14,0
20130,99,0,6,3,7,6,12,1,1,0,3,8,0,0,50,10,0,0,34,0
23295,72,0,0,1,2,12,5,1,1,0,2,8,0,0,65,11,0,0,20,0
42618,92,76,14,74,13,5,10,2,5,0,4,8,0,0,52,11,1,2,192,0
81246,87,398,190,537,61,156,37,1,4,5,7,1,0,0,60,11,0,0,1379,1
24027,7,14,7,11,11,0,5,2,2,0,3,8,0,0,48,11,1,2,48,0
55707,91,208,7,82,30,66,35,2,3,2,9,3,0,0,71,11,1,2,428,2
57959,71,430,16,322,43,24,33,5,4,7,11,3,0,0,69,11,1,2,868,2
56796,24,656,38,161,62,47,37,3,8,9,7,7,0,0,55,11,1,2,1001,2
36230,17,14,2,30,8,2,3,1,2,0,4,5,0,0,53,11,1,2,59,0
70829,87,141,70,106,72,19,23,2,4,2,8,3,0,0,44,11,2,0,431,2
65991,21,507,19,364,25,47,9,3,9,5,10,7,0,0,48,12,1,2,971,2
38988,90,164,24,103,12,3,42,7,5,1,6,8,0,0,52,12,3,0,348,2
89572,44,606,24,974,197,194,64,1,7,7,9,4,0,1,58,12,0,4,2059,1
42207,71,116,11,72,3,17,46,4,4,1,5,6,0,1,40,11,1,2,265,0
50300,52,143,15,60,24,23,5,2,2,1,8,2,0,0,72,10,1,2,270,0
66664,78,398,96,447,220,96,32,1,5,7,6,3,0,0,42,12,0,0,1289,1
60597,2,522,0,257,32,16,66,4,2,2,8,7,0,1,60,10,1,2,893,2
70165,60,161,0,253,199,191,122,1,3,7,11,1,0,0,75,11,0,0,926,1
50520,25,112,0,6,2,1,14,2,3,1,3,6,0,0,66,10,1,2,135,0
33183,46,7,5,39,17,15,37,2,4,0,3,7,0,0,49,10,1,2,120,0
66582,83,789,25,420,16,38,0,1,2,8,9,1,0,0,55,10,0,0,1288,1
75261,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,69,11,0,4,1743,1
31880,13,4,1,5,2,0,3,1,1,0,2,8,0,0,54,12,1,2,15,0
53790,86,335,42,127,28,5,5,3,7,2,8,6,0,0,73,10,2,0,542,2
49269,92,639,8,166,11,8,58,3,7,3,12,7,0,0,53,12,1,2,890,2
61456,47,563,76,384,84,192,89,4,6,10,13,4,0,0,49,11,1,2,1388,1
37406,18,2,0,8,2,2,3,1,1,0,2,8,0,1,44,11,1,2,17,0
56937,81,746,8,125,11,8,8,7,8,6,9,6,0,1,43,12,1,2,906,2
38415,91,22,1,13,4,0,4,2,1,0,3,7,0,0,46,11,2,0,44,0
20518,58,4,1,6,4,1,9,1,1,1,2,5,0,0,36,10,1,2,25,0
62503,40,478,0,193,110,75,117,4,8,3,11,5,0,0,68,11,1,2,973,2
41644,67,20,3,4,2,0,2,2,1,0,3,3,0,0,52,10,2,0,31,0
55842,19,451,0,39,0,4,24,1,7,1,8,5,0,0,47,10,1,2,518,0
62010,93,371,22,39,6,0,92,4,6,2,7,5,0,0,52,12,1,2,530,2
41124,41,281,7,84,15,0,119,7,7,3,4,8,0,0,47,12,1,2,506,2
38961,60,19,7,19,0,1,24,1,2,1,2,7,0,0,51,11,1,2,70,0
37760,54,26,3,13,2,10,0,1,2,0,3,6,0,0,52,11,1,2,54,0
32233,26,138,15,35,25,11,72,2,6,2,2,9,0,1,50,12,1,2,296,0
43057,30,213,2,44,0,2,5,4,4,2,5,5,0,0,49,11,1,2,266,0
83151,93,407,28,100,120,74,18,1,5,9,4,3,0,0,64,12,0,0,747,1
78825,35,483,74,114,169,37,18,1,5,10,13,3,0,1,60,12,0,4,895,1
65104,4,738,0,232,13,20,50,2,3,5,7,7,0,0,48,11,1,2,1053,2
60093,92,502,12,109,16,6,90,2,7,2,10,6,0,0,50,11,1,2,735,2
14045,24,11,0,5,2,1,1,1,1,0,3,7,0,0,55,10,1,2,20,0
28457,96,24,1,108,29,29,14,1,4,1,4,8,0,0,72,12,0,0,205,0
78952,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,66,12,1,2,2092,1
46310,99,185,2,88,15,5,14,2,6,1,5,8,0,0,48,12,1,2,309,0
76005,72,983,20,389,240,50,40,1,3,5,13,6,0,0,69,11,0,0,1722,1
58308,77,691,0,69,10,0,130,4,2,6,3,8,0,0,60,11,1,2,900,2
55614,85,504,13,131,8,0,26,1,9,4,6,7,0,0,80,11,0,0,682,2
59432,88,317,25,265,25,19,12,3,5,3,11,5,0,0,62,11,1,2,663,2
55563,22,29,1,9,2,0,2,1,2,0,3,3,0,0,46,10,1,2,43,0
78642,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,53,11,1,2,1816,1
67911,63,529,0,356,63,28,0,3,6,7,11,3,0,0,75,10,1,2,976,2
65275,9,388,14,218,91,14,21,1,4,3,13,2,0,0,80,11,0,0,746,1
27203,92,13,2,21,4,0,24,2,1,1,2,8,0,0,74,12,2,0,64,0
48330,2,28,0,4,0,0,0,1,1,0,3,5,0,0,63,11,1,2,32,0
24279,6,16,36,21,20,62,108,1,4,1,3,8,0,0,34,12,0,0,263,0
64355,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,39,12,1,2,1445,2
53653,29,815,10,239,28,10,108,2,10,4,12,6,0,0,71,12,0,0,1210,2
65665,77,225,162,387,106,36,29,1,5,10,8,3,0,0,48,11,1,2,945,1
81217,77,493,70,324,146,40,84,1,3,7,11,1,0,0,35,11,0,0,1157,1
34935,71,34,4,66,3,10,20,1,2,1,4,7,0,0,32,11,0,0,137,0
61250,49,382,138,65,60,26,59,6,5,2,12,5,0,0,65,12,1,2,730,2
39665,97,127,1,56,0,1,31,3,4,2,3,7,0,0,43,11,1,2,216,0
60152,6,325,83,300,86,58,91,1,6,4,12,3,0,0,45,11,1,2,943,1
48920,93,238,17,68,8,10,6,3,6,2,5,7,0,0,60,11,2,0,347,0
89120,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,65,10,0,0,1924,1
44124,62,284,0,55,0,6,52,4,6,2,5,8,0,0,78,11,1,2,397,2
81169,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,49,11,0,0,2089,1
36443,9,65,0,46,4,3,20,4,3,1,3,8,0,0,63,11,2,0,138,0
26095,77,11,7,9,3,1,11,1,1,0,3,7,0,0,34,11,1,2,42,0
71367,24,227,23,389,42,21,75,1,4,5,7,2,0,0,65,11,0,0,777,1
80184,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,80,10,0,0,1902,1
30630,67,27,1,12,2,0,10,2,2,0,3,7,0,0,59,10,2,0,52,0
73454,95,982,73,351,56,14,175,1,2,4,6,5,0,0,37,10,0,0,1651,1
42691,48,179,2,64,38,17,58,1,5,1,6,5,0,0,33,11,0,0,358,0
70503,73,1379,33,216,0,33,66,1,2,4,9,6,0,0,71,12,0,0,1727,1
25545,35,32,1,64,16,12,85,3,2,2,3,6,0,1,37,12,1,2,210,0
32880,76,8,4,15,7,6,2,1,1,0,3,8,0,0,38,12,1,2,42,0
77863,20,881,38,319,16,25,12,1,4,5,10,2,0,0,66,11,0,0,1291,1
50353,72,141,15,153,67,31,35,1,4,4,6,3,0,0,47,10,0,0,442,1
61839,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,60,12,0,0,1895,1
49154,69,206,10,67,30,27,71,6,4,1,8,6,0,0,64,11,2,0,411,2
47682,80,162,61,83,97,57,61,4,4,3,8,5,0,0,49,11,1,2,521,2
72679,65,619,54,260,127,54,54,1,4,7,5,1,0,0,55,11,1,2,1168,1
57954,52,456,4,24,0,0,9,7,8,2,6,7,0,0,47,10,2,0,493,2
65316,65,112,6,92,3,9,38,2,3,2,5,4,0,0,62,11,2,0,260,0
28567,57,11,3,22,2,2,6,2,2,0,3,6,0,0,42,11,1,2,46,0
47352,70,172,12,112,8,0,15,4,6,1,5,7,0,0,73,11,1,2,319,0
44931,0,78,0,11,0,0,7,1,2,1,3,5,0,0,57,10,1,2,96,0
76982,19,464,151,292,65,60,30,1,8,3,4,4,0,1,57,10,0,4,1062,1
57247,50,99,4,32,37,54,6,2,2,1,7,2,0,0,72,11,1,2,232,0
22944,67,19,3,19,4,5,26,3,3,0,3,7,0,0,43,11,1,2,76,0
25315,46,1,9,8,11,3,22,3,3,0,3,8,0,0,47,11,1,2,54,0
43638,37,63,10,83,7,19,19,2,4,1,4,7,0,0,55,12,1,2,201,0
42710,38,252,3,42,4,3,102,2,4,5,3,6,0,0,40,12,1,2,406,2
84169,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,42,11,0,4,1919,1
54058,56,198,18,252,32,108,54,2,4,6,8,3,0,0,48,11,1,2,662,2
24683,98,8,4,10,6,7,6,2,2,0,4,5,0,0,34,10,1,2,41,0
85620,68,416,46,925,60,107,46,1,3,6,4,1,0,1,60,10,0,4,1600,1
47850,72,42,7,43,20,12,10,1,3,0,4,6,0,0,44,11,1,2,134,0
19514,47,14,3,21,2,1,28,4,3,1,2,8,0,1,56,10,2,4,69,0
27159,33,17,0,3,0,0,1,2,1,0,3,6,0,0,51,10,2,0,21,0
39548,87,15,4,10,3,4,18,2,1,1,3,3,0,0,61,10,2,0,54,0
21474,0,6,16,24,11,0,34,2,3,1,2,7,0,1,35,10,1,2,91,0
60504,73,458,0,24,6,4,34,2,6,2,8,6,0,0,53,10,1,2,526,2
22419,74,30,3,47,19,21,42,1,3,2,2,8,0,0,61,11,0,0,162,0
81698,4,179,28,520,111,123,47,1,3,8,13,1,0,1,75,11,0,4,1008,1
43462,50,90,17,97,15,6,15,6,4,1,5,8,0,0,72,12,2,0,240,0
54880,57,308,85,137,102,45,118,2,6,2,11,5,0,0,46,11,1,2,795,1
79908,30,557,129,761,29,185,111,1,5,6,7,2,0,0,42,11,0,0,1772,1
15315,27,7,4,13,15,8,17,2,2,0,4,5,0,0,54,11,0,0,64,0
87771,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,65,11,1,2,1957,1
33039,4,30,8,12,8,8,12,1,2,0,4,5,0,0,46,11,1,2,78,0
81741,75,249,153,940,58,134,38,0,6,6,7,2,0,0,44,11,0,0,1572,1
71499,12,465,25,132,136,0,37,2,8,3,13,4,0,0,53,11,1,2,795,2
62466,13,129,129,259,168,121,83,5,6,3,12,4,0,0,54,10,1,2,889,1
48799,9,174,18,81,28,6,24,3,3,2,7,3,0,0,61,11,1,2,331,0
52157,48,189,2,29,3,2,40,2,3,2,5,4,0,0,74,10,1,2,265,0
66565,80,747,10,161,65,40,42,4,4,2,9,8,0,0,62,12,1,2,1065,2
29298,60,6,0,2,2,0,1,1,1,0,2,5,0,0,73,11,2,0,11,0
47691,43,14,0,3,0,0,4,1,1,0,2,6,0,0,45,11,1,2,21,0
38200,19,12,0,4,0,0,1,1,1,0,2,7,0,0,54,12,2,0,17,0
44989,26,98,0,106,49,10,106,5,5,1,5,6,0,0,50,12,1,2,369,2
38443,58,32,0,5,0,0,1,2,1,0,3,7,0,0,56,10,2,0,38,0
38593,42,51,12,49,17,24,24,3,4,1,3,8,0,0,46,11,1,2,177,0
64413,27,200,5,44,0,10,20,1,5,1,5,5,0,0,54,11,1,2,279,0
36959,56,25,6,25,6,0,0,2,2,0,3,8,0,0,43,11,1,2,62,0
61996,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,47,11,1,2,1230,2
51287,10,117,0,22,13,0,30,3,4,1,3,7,0,0,56,10,2,0,182,0
13260,48,9,4,17,10,2,7,4,3,0,3,8,0,0,54,11,2,0,49,0
47472,39,56,0,11,0,0,8,2,2,0,4,5,0,0,58,11,2,0,75,0
54603,85,145,13,46,17,2,4,6,4,2,4,7,0,0,68,11,2,0,227,0
45207,64,203,0,10,0,0,2,5,3,1,6,6,0,0,50,12,2,0,215,0
47821,54,9,0,16,6,6,10,1,1,0,3,8,0,0,57,11,2,0,47,0
27450,57,37,12,23,8,11,52,1,2,1,3,7,0,0,73,11,0,0,143,0
39453,64,46,0,7,0,0,2,2,2,0,3,6,0,0,41,10,1,2,55,0
26850,10,31,1,13,7,2,9,4,2,1,4,4,0,0,53,10,2,0,63,0
79800,65,1060,21,530,32,0,224,1,5,11,5,3,0,1,69,12,0,4,1867,1
61794,74,264,47,188,54,47,11,2,4,4,10,2,0,0,63,11,1,2,611,2
53863,4,399,4,30,6,4,30,3,7,1,7,7,0,0,69,10,1,2,473,2
24221,94,8,9,9,2,5,22,1,1,1,3,4,0,0,65,11,0,0,55,0
39684,41,19,0,35,6,4,17,2,2,1,2,7,1,1,40,12,1,3,81,0
92163,25,817,183,797,106,163,20,0,5,11,5,2,0,1,49,12,0,4,2086,1
69882,94,292,127,635,132,127,165,1,3,7,9,1,0,0,59,11,0,0,1478,1
33178,9,12,6,2,11,2,16,1,1,0,3,4,0,0,47,10,1,2,49,0
59973,47,130,30,168,20,34,0,1,3,4,7,1,0,0,52,11,0,0,382,1
17459,12,6,4,16,3,10,30,3,3,1,2,7,0,1,49,11,1,2,69,0
23910,80,16,12,18,7,1,13,1,2,0,3,7,0,0,55,12,1,2,67,0
42169,20,19,0,9,0,0,2,2,1,0,3,8,0,0,55,11,2,0,30,0
26224,39,4,7,15,13,9,15,3,2,1,3,6,0,0,46,11,1,2,63,0
31089,57,31,3,31,2,8,4,3,3,0,4,8,0,0,43,12,1,2,79,0
30081,27,36,0,2,0,0,4,1,1,0,3,7,0,0,63,11,1,2,42,0
62807,83,526,28,135,10,21,99,3,5,3,12,5,0,0,64,12,1,2,819,2
72906,79,400,32,519,71,75,54,1,3,4,9,1,0,0,69,11,0,0,1151,1
61467,69,410,16,114,0,5,49,3,5,2,10,5,0,0,76,12,2,0,594,2
49618,77,80,3,26,4,2,14,4,3,1,3,7,0,0,58,11,2,0,129,0
21888,15,88,10,46,2,3,64,4,5,1,2,10,0,1,38,12,1,2,213,0
26150,61,5,1,13,3,5,1,1,1,0,3,7,0,0,68,11,3,0,28,0
30801,23,8,4,5,15,2,11,2,1,0,3,7,0,0,49,12,1,2,45,0
81168,84,410,0,592,147,22,22,1,6,4,7,3,0,0,59,10,0,0,1193,1
26877,74,101,13,76,20,18,40,2,3,1,6,6,0,0,55,11,0,0,268,0
45006,90,162,25,53,16,0,10,1,3,1,7,3,0,0,80,11,0,0,266,0
18978,41,2,8,1,4,7,15,1,1,0,3,8,0,0,51,12,1,2,37,0
48240,73,389,91,248,64,49,41,3,6,3,13,5,0,1,55,12,0,4,882,1
45837,88,215,13,87,17,17,24,5,6,2,5,7,0,0,50,11,2,0,373,2
35791,94,27,0,5,0,0,3,2,1,0,3,8,0,0,59,11,3,0,35,0
162397,31,85,1,16,2,1,2,0,0,0,1,1,0,0,48,11,2,0,107,0
54162,31,5,6,10,6,5,10,1,1,0,3,4,0,0,46,11,2,0,42,0
30522,6,179,8,83,19,11,26,5,1,2,9,2,0,0,64,12,1,2,326,2
54456,23,352,0,27,10,0,15,3,6,1,7,6,0,0,63,11,1,2,404,2
31632,92,17,8,12,11,15,32,1,2,1,2,7,0,0,53,11,0,0,95,0
72298,52,625,35,169,58,17,35,1,4,3,6,1,0,0,75,10,0,0,939,1
36975,50,10,6,11,0,4,2,1,1,0,3,7,0,0,46,11,1,2,33,0
72635,54,390,22,323,104,35,107,1,6,8,6,3,0,0,69,11,0,0,981,1
13624,93,10,2,15,2,1,6,2,2,0,3,6,0,0,48,11,1,2,36,0
84196,56,215,63,507,231,31,190,1,8,4,7,3,0,0,49,11,1,2,1237,1
70971,28,1001,17,572,93,125,17,7,11,11,5,7,0,1,64,12,1,2,1825,1
34487,94,19,18,33,24,1,8,3,3,0,3,9,0,0,47,12,2,0,103,0
28769,76,41,5,129,10,3,3,3,4,1,4,9,0,0,47,12,1,2,191,0
69084,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,54,11,1,2,1586,2
65488,46,603,45,207,36,18,54,1,3,4,6,1,0,0,66,10,0,0,963,1
32218,27,10,24,15,13,1,30,1,2,1,3,7,0,1,64,10,0,4,93,0
83917,12,514,22,732,42,198,79,1,6,7,7,3,0,1,51,11,0,4,1587,1
46102,3,14,0,1,0,0,1,1,1,0,2,7,0,0,62,10,3,0,16,0
84574,72,387,20,713,38,54,163,1,9,11,11,5,0,0,72,11,0,0,1375,1
56181,6,121,103,69,8,44,48,1,4,2,7,4,0,0,62,11,1,2,393,2
63120,53,965,69,279,54,41,69,5,8,4,9,7,0,1,74,12,1,2,1477,2
73691,58,707,21,250,85,43,73,2,6,2,8,2,0,0,53,11,1,2,1179,1
76140,57,586,66,653,17,0,26,1,5,9,6,2,0,0,76,10,0,0,1348,1
62859,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,65,12,1,2,1307,2
45906,20,305,3,27,4,3,144,2,5,4,4,5,0,0,60,11,1,2,486,2
77632,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,77,11,0,4,2252,1
46463,56,163,2,40,8,11,11,7,3,1,6,6,0,0,53,11,2,0,235,0
105471,36,1009,181,104,202,21,207,0,9,8,13,3,0,1,54,11,0,4,1724,1
55282,9,125,6,73,8,4,19,1,3,1,6,4,0,0,54,11,1,2,235,0
78710,42,721,0,152,119,50,50,3,7,6,12,4,0,0,47,10,1,2,1092,1
66886,28,315,4,62,41,31,146,2,7,1,7,5,0,0,66,11,1,2,599,2
98777,23,1000,19,711,125,115,38,0,4,6,9,1,0,0,64,10,0,0,2008,1
29103,38,16,0,17,6,3,6,2,1,0,3,9,0,0,39,12,1,2,48,0
67445,63,757,80,217,29,80,11,5,9,6,12,6,0,0,50,12,1,2,1174,2
50616,71,30,2,25,0,1,9,1,1,1,4,2,0,0,74,10,1,2,67,0
49431,9,219,3,100,26,0,17,2,7,1,5,8,0,0,69,12,1,2,365,0
153924,81,1,1,1,1,1,1,0,0,0,0,0,0,0,49,10,0,0,6,0
61278,87,111,3,28,2,6,15,2,3,1,4,6,0,0,71,10,1,2,165,0
73059,36,410,112,420,0,82,71,1,9,3,13,4,0,0,77,11,1,2,1095,1
46734,86,100,1,39,6,1,76,4,3,2,3,6,0,0,58,11,3,0,223,0
56253,83,509,0,65,7,11,5,4,7,2,9,6,0,0,61,12,1,2,597,2
58330,87,445,53,213,104,98,151,1,6,4,13,4,0,0,49,11,1,2,1064,1
25965,29,2,2,11,41,7,11,1,2,0,3,8,0,0,44,12,0,0,74,0
14661,88,4,1,11,6,2,2,1,1,0,3,6,0,0,68,11,0,0,26,0
